'2020-01-06 23:51:01,352 - serial - INFO - DHTxx test!'
2020-01-07 00:12:16,669 - serial - ERROR - Serial port connection lost.
2020-01-07 00:13:32,016 - serial - INFO - DHTxx test!
2020-01-07 00:13:32,016 - serial - ERROR - Serial port connection lost.
2020-01-07 00:14:51,158 - serial - INFO - DHTxx test!
2020-01-07 00:14:51,158 - serial - ERROR - Serial port connection lost.
2020-01-07 00:15:24,293 - serial - INFO - DHTxx test!
2020-01-07 00:16:41,286 - serial - INFO - DHTxx test!
2020-01-07 00:16:43,383 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:16:45,427 - serial - INFO - Humidity: 58.00%  Temperature: 19.40°C 66.92°F  Heat index: 18.91°C 66.04°F
2020-01-07 00:16:47,470 - serial - INFO - Humidity: 58.00%  Temperature: 19.40°C 66.92°F  Heat index: 18.91°C 66.04°F
2020-01-07 00:16:49,514 - serial - INFO - Humidity: 58.00%  Temperature: 19.40°C 66.92°F  Heat index: 18.91°C 66.04°F
2020-01-07 00:16:51,554 - serial - INFO - Humidity: 58.00%  Temperature: 19.40°C 66.92°F  Heat index: 18.91°C 66.04°F
2020-01-07 00:16:53,598 - serial - INFO - Humidity: 58.00%  Temperature: 19.40°C 66.92°F  Heat index: 18.91°C 66.04°F
2020-01-07 00:16:55,642 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:16:57,685 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:16:59,725 - serial - INFO - Humidity: 58.00%  Temperature: 19.40°C 66.92°F  Heat index: 18.91°C 66.04°F
2020-01-07 00:17:01,769 - serial - INFO - Humidity: 58.00%  Temperature: 19.40°C 66.92°F  Heat index: 18.91°C 66.04°F
2020-01-07 00:17:03,813 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:17:05,856 - serial - INFO - Humidity: 58.00%  Temperature: 19.40°C 66.92°F  Heat index: 18.91°C 66.04°F
2020-01-07 00:17:07,896 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:17:09,940 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:17:11,984 - serial - INFO - Humidity: 58.00%  Temperature: 19.40°C 66.92°F  Heat index: 18.91°C 66.04°F
2020-01-07 00:17:14,027 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:17:16,067 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:17:18,111 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:17:20,155 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:17:22,199 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:17:29,990 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:17:30,008 - serial - INFO - Humidity: 58.00%  Temperature: 19.40°C 66.92°F  Heat index: 18.91°C 66.04°F
2020-01-07 00:17:30,019 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:17:30,370 - serial - INFO - Humidity: 58.00%  Temperature: 19.40°C 66.92°F  Heat index: 18.91°C 66.04°F
2020-01-07 00:17:32,409 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:17:34,453 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:17:36,497 - serial - INFO - Humidity: 58.00%  Temperature: 19.40°C 66.92°F  Heat index: 18.91°C 66.04°F
2020-01-07 00:17:38,541 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:17:40,581 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:17:42,624 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:17:44,668 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:17:46,712 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:17:48,752 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:17:50,795 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:17:52,839 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:17:54,883 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:17:56,927 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:17:58,967 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:18:01,010 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:18:03,054 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:18:05,098 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:18:07,138 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:18:09,181 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:18:11,225 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:18:13,269 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:18:15,309 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:18:17,352 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:18:19,396 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:18:21,440 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:18:23,480 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:18:25,524 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:18:27,567 - serial - INFO - Humidity: 58.00%  Temperature: 19.40°C 66.92°F  Heat index: 18.91°C 66.04°F
2020-01-07 00:18:29,611 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:18:31,651 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:18:33,695 - serial - INFO - Humidity: 58.00%  Temperature: 19.40°C 66.92°F  Heat index: 18.91°C 66.04°F
2020-01-07 00:18:35,738 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:18:37,782 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:18:39,822 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:18:41,866 - serial - INFO - Humidity: 58.00%  Temperature: 19.40°C 66.92°F  Heat index: 18.91°C 66.04°F
2020-01-07 00:18:43,910 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:18:45,953 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:18:47,993 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:18:50,037 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:18:52,081 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:18:54,124 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:18:56,164 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:18:58,208 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:19:00,252 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:19:02,295 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:19:04,339 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:19:06,379 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:19:08,423 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:19:10,467 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:19:12,511 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:19:14,550 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:19:16,594 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:19:18,638 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:19:20,681 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:19:22,721 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:19:24,765 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:19:26,809 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:19:28,853 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:19:30,892 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:19:32,936 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:19:34,980 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:19:37,024 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:19:39,063 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:19:41,107 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:19:43,151 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:19:45,195 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:19:47,235 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
2020-01-07 00:19:49,278 - serial - INFO - Humidity: 58.00%  Temperature: 19.50°C 67.10°F  Heat index: 19.02°C 66.24°F
